"class","isscaap","order","family","genus","species","comm_name","gentry","fao","fao_rank","fao_mt_yr","feed_group","feed_group_long","fcr","fm_perc","fo_perc","fmfo_perc","harvest_kg_m3","harvest_cm_ft","fish_juv_m3","bivalve_juv_ft","nstocked","nstocked_adj","rope_ft_req","lines_n","harvest_linf_prop","harvest_cm","harvest_g","harvest_yr","prod_mt_yr","edible_mt_yr","revenue_usd_yr","price_usd_mt_isscaap","price_usd_mt_spp","m","m_source","a","a_source","b","b_source","linf_cm","linf_source","k","k_source","sst_c_min","sst_c_q10","sst_c_q90","sst_c_max","sal_psu_min","sal_psu_q10","sal_psu_q90","sal_psu_max"
"Finfish","Miscellaneous coastal fishes","Perciformes","Lutjanidae","Lutjanus","Lutjanus malabaricus","Malabar blood snapper",FALSE,TRUE,105,0.275,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,12.8717324140553,NA,2316911.83452995,5725093.19912267,NA,NA,0.52,42.5391972467063,1165.34430001208,3.75728710971168,718.603588483071,625.185121980272,7421801.32005318,10328.0883076581,6619.09090909091,0.240765107656646,"FishLife",0.01658,"FB species-average",2.97575,"FB species-average",81.8061485513582,"FishLife",0.195345512240219,"FishLife",21.33,25.25,28.84,33.04,20.55,32.16,35.3,38.65
"Finfish","Miscellaneous coastal fishes","Perciformes","Lutjanidae","Lutjanus","Lutjanus russellii","Russell's snapper",TRUE,TRUE,85,13,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,35.5957683786035,NA,6407238.30814863,16381479.196428,NA,NA,0.52,30.3880821063143,421.39840445238,3.15659808180705,855.351213561637,744.155555798624,8834142.86772714,10328.0883076581,11218.9512820513,0.297384405020963,"FishLife",0.0131166666666667,"FB species-average",3.03963,"FB species-average",58.4386194352198,"FishLife",0.232519046156179,"FishLife",19.72,24.13,29.21,33.41,21.09,31.28,35.45,38.83
"Finfish","Miscellaneous coastal fishes","Perciformes","Lutjanidae","Lutjanus","Lutjanus sebae","Emperor red snapper",FALSE,TRUE,97,2.15,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,9.69896661605043,NA,1745813.99088908,3717231.60635685,NA,NA,0.52,44.2774003743746,1546.5565140906,3.95801013924473,682.160960940646,593.480036018362,7045418.64463191,10328.0883076581,9733.33333333333,0.190943998497963,"FishLife",0.0129033333333333,"FB species-average",3.08511666666667,"FB species-average",85.1488468737973,"FishLife",0.185438932508712,"FishLife",20.37,24.61,28.94,33.14,21.09,32.13,35.38,38.82
"Finfish","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Coregonus","Coregonus lavaretus","European whitefish",TRUE,TRUE,43,634.76,"Salmon","Salmon",1.3,8,6,14,15,400,184.12372904984,NA,33142271.2289712,160792490.942714,NA,NA,0.52,19.7338249400395,81.4669574497901,2.43416181857601,1109.21138413859,965.013904200571,8691838.20482868,7836.05210793861,9764.13596829521,0.64880859664556,"FishLife",0.00927333333333333,"FB species-average",3.04486666666667,"FB species-average",37.9496633462298,"FishLife",0.301528505409543,"FishLife",1.18,6.22,10.76,18.53,3.56,5.63,34.97,38.07
"Finfish","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Salmo","Salmo salar","Atlantic salmon",TRUE,TRUE,1,2276398.7768,"Salmon","Salmon",1.3,8,6,14,15,400,4.11242475631019,NA,740236.456135834,5335012.4271315,NA,NA,0.52,70.64668734522,3647.48314895821,2.57543958332715,1048.36472091181,912.077307193277,8215040.58118949,7836.05210793861,6193.03124831272,0.766889208118968,"FishLife",0.01072,"FB species-average",2.99163,"FB species-average",135.859014125423,"FishLife",0.284987921996603,"FishLife",-0.82,2.17,11.57,20.23,0,0,35.15,37.88
"Finfish","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Salmo","Salmo trutta","Sea trout",TRUE,TRUE,61,173.84,"Salmon","Salmon",1.3,8,6,14,15,400,67.1420486643109,NA,12085568.759576,79131983.8089712,NA,NA,0.52,27.5755371276338,223.406945400121,2.95485062022846,913.751775306749,794.964044516871,7160206.5250251,7836.05210793861,8248.10680170363,0.63593910649133,"FishLife",0.00706272727272727,"FB species-average",3.12394954545455,"FB species-average",53.0298790916034,"FishLife",0.248394680277764,"FishLife",1.18,6.9,14,21.17,3.56,6.46,35.72,39.11
"Finfish","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Rainbow trout",TRUE,TRUE,4,211490.4438,"Salmon","Salmon",1.3,8,6,14,15,400,39.7352781245947,NA,7152350.06242706,37221214.5536057,NA,NA,0.52,29.8798896949893,377.498301458107,1.55691479219219,1734.19895137505,1508.75308769629,13589273.3485074,7836.05210793861,6411.4021118431,1.05942721331819,"FishLife",0.01265,"FB species-average",3.033,"FB species-average",57.4613263365179,"FishLife",0.471425397690998,"FishLife",0.775,5.4,15.43,23.92,29.5,30.27,33.47,38.04
"Finfish","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Pink salmon",TRUE,FALSE,NA,NA,"Salmon","Salmon",1.3,8,6,14,15,400,5.75440516518914,NA,1035792.92973404,6386464.48189986,NA,NA,0.52,38.5163149526834,2606.69861947529,1.94953069443961,1384.94869955157,1204.90536860986,10852530.1765079,7836.05210793861,NA,0.933052032549931,"FishLife",0.02198,"FB species-average",3.2,"FB species-average",74.069836447468,"FishLife",0.376485057236393,"FishLife",-1.79,3.88,10.68,19.95,19.4,31.17,32.88,35.06
"Finfish","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Chum salmon",TRUE,FALSE,NA,NA,"Salmon","Salmon",1.3,8,6,14,15,400,3.44287836688112,NA,619718.106038601,4564560.25562906,NA,NA,0.52,54.6069356175933,4356.81961474242,2.1335518800672,1265.49535787007,1100.98096134696,9916487.5666243,7836.05210793861,NA,0.935910099272981,"FishLife",0.017935,"FB species-average",3.1,"FB species-average",105.013337726141,"FishLife",0.344012808845822,"FishLife",-0.33,3.26,10.44,20.48,28.76,31.44,32.88,34.43
"Finfish","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Sockeye salmon",TRUE,FALSE,NA,NA,"Salmon","Salmon",1.3,8,6,14,15,400,11.8366424466817,NA,2130595.6404027,10328878.7336684,NA,NA,0.52,41.7730332522893,1267.25125537649,1.90363859854475,1418.33644372626,1233.95270604184,11114158.2796273,7836.05210793861,NA,0.829223650842927,"FishLife",0.017385,"FB species-average",3,"FB species-average",80.3327562544025,"FishLife",0.385561196143684,"FishLife",0,4.6,10.69,24.9,30.22,31.29,32.75,34.06
"Finfish","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha","Chinook(=Spring=King) salmon",TRUE,TRUE,23,11529.4,"Salmon","Salmon",1.3,8,6,14,15,400,19.693682031984,NA,3544862.76575712,21856820.5061316,NA,NA,0.52,38.5163149526834,761.665592835249,1.94953069443961,1384.94869955157,1204.90536860986,10852530.1765079,7836.05210793861,10959.16148458,0.933052032549931,"FishLife",0.01333,"FB species-average",3,"FB species-average",74.069836447468,"FishLife",0.376485057236393,"FishLife",-1.75,3.69,10.78,19.95,28.76,31.29,32.88,34.2
"Finfish","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","Coho(=Silver) salmon",TRUE,TRUE,7,149523.6,"Salmon","Salmon",1.3,8,6,14,15,400,16.0571501146027,NA,2890287.02062848,19748966.7050996,NA,NA,0.52,43.6919662616381,934.163278847268,1.62869290126045,1657.77108619461,1442.26084498931,12990380.614455,7836.05210793861,5412.98621862352,1.17993107078246,"FishLife",0.0112,"FB species-average",3,"FB species-average",84.0230120416117,"FishLife",0.450649213557803,"FishLife",-1.75,4.63,11.38,26.81,28.76,31.04,32.75,34.79
"Finfish","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","Brook trout",TRUE,FALSE,NA,NA,"Trout","Trout",1.3,8,4,12,15,400,277.603408205442,NA,49968613.4769796,577687245.356586,NA,NA,0.52,16.7954050553735,54.0339187366862,2.81464187920252,959.269461578891,834.564431573635,7516885.48648641,7836.05210793861,NA,0.86960887083015,"FishLife",0.010447,"FB species-average",3.0311,"FB species-average",32.2988558757182,"FishLife",0.260768227923958,"FishLife",-0.92,1.31,10.91,12.66,28.9,29.5,32.47,33.98
"Finfish","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Salvelinus","Salvelinus alpinus","Arctic char",TRUE,TRUE,30,4120.023,"Trout","Trout",1.3,8,4,12,15,400,73.2754508866039,NA,13189581.1595887,373277899.820413,NA,NA,0.52,32.032,204.707031052091,13.3448940923673,202.324573077301,176.022378577251,1585425.89735016,7836.05210793861,7863.54092221211,0.2505,"FB-species",0.00912,"FB species-average",2.89,"FB species-average",61.6,"FB species-average",0.055,"FB species-average",-1.45,-0.47,10.23,21.27,3.92,24.2,34.41,40.22
"Finfish","Miscellaneous coastal fishes","Perciformes","Lutjanidae","Lutjanus","Lutjanus johnii","John's snapper",TRUE,TRUE,27,5735.23308,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,14.42927942577,NA,2597270.29663861,6805664.49276121,NA,NA,0.52,39.3922133893911,1039.55295045508,3.77078714344111,716.030870290933,622.946857153112,7395230.05937406,10328.0883076581,5677.4903701572,0.255462383532498,"FishLife",0.0286,"FB species-average",2.8585,"FB species-average",75.7542565180598,"FishLife",0.194646143407183,"FishLife",21.47,25.69,29.21,33.41,17.92,29.87,35.37,38.86
"Finfish","Miscellaneous demersal fishes","Anguilliformes","Muraenesocidae","Muraenesox","Muraenesox cinereus","Daggertooth pike conger",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,187.771996655298,NA,33798959.3979537,143604185.744185,NA,NA,0.52,39.8777016643221,79.8841162004374,3.94680650781495,684.097382188312,595.164722503831,5204291.95973053,7607.5308797161,NA,0.366531976419167,"FishLife",0.002164,"FB family-average",2.8532,"FB family-average",76.6878878160041,"FishLife",0.185965330103437,"FishLife",13.27,18.4,29.17,33.37,11.83,28.28,36.75,39.37
"Finfish","Miscellaneous coastal fishes","Perciformes","Polynemidae","Eleutheronema","Eleutheronema tetradactylum","Fourfinger threadfin",TRUE,TRUE,28,5372.5312,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,143.832516665101,NA,25889852.9997181,80424384.0806552,NA,NA,0.52,23.9774919317515,104.287961775194,1.75490151959555,1538.54787283007,1338.53664936216,15890258.2961486,10328.0883076581,6929.95605795139,0.645885986343782,"FishLife",0.00673333333333333,"FB species-average",3.03666666666667,"FB species-average",46.1105614072144,"FishLife",0.418239523349069,"FishLife",18.1,24.64,29.12,33.32,14.99,28.74,35.47,38.69
"Finfish","Miscellaneous coastal fishes","Perciformes","Centropomidae","Centropomus","Centropomus undecimalis","Common snook",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,48.3896572840945,NA,8710138.311137,31584952.5911624,NA,NA,0.52,33.9733753650908,309.983596534594,2.00431590286137,1347.09303864998,1171.97094362548,13912895.8618085,10328.0883076581,NA,0.642709640331923,"FishLife",0.00957285714285714,"FB species-average",2.94571428571429,"FB species-average",65.3334141636361,"FishLife",0.366194357901557,"FishLife",17.03,23.93,28.24,32.44,7.84,32.72,36.33,38.16
"Finfish","Miscellaneous pelagic fishes","Perciformes","Pomatomidae","Pomatomus","Pomatomus saltatrix","Bluefish",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,8.83754387142971,NA,1590757.89685735,7896721.16880166,NA,NA,0.52,51.9239736868415,1697.30416258441,3.95780253539875,682.196743230894,593.511166610877,5463803.79492572,8009.13204165863,NA,0.404829965545565,"FishLife",0.01608625,"FB species-average",2.9284125,"FB species-average",99.8537955516183,"FishLife",0.185448659582066,"FishLife",3.91,14.04,27.44,31.64,13.03,29.75,36.53,40.53
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Trachurus","Trachurus japonicus","Japanese jack mackerel",TRUE,TRUE,40,828.8,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,96.6433034657458,NA,17395794.6238342,95292433.2197412,NA,NA,0.52,26.9170806106412,155.209926214045,2.43024441532209,1110.99936408748,966.569446756109,8898140.60517541,8009.13204165863,9479.65924613298,0.699815174341497,"FishLife",0.008225,"FB species-average",2.99,"FB species-average",51.7636165589253,"FishLife",0.302014550657006,"FishLife",11.35,13.7,23.54,26.73,33,33.66,34.66,35.28
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Trachinotus","Trachinotus carolinus","Florida pompano",TRUE,TRUE,41,720.6,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,199.213262010313,NA,35858387.1618563,171840822.50079,NA,NA,0.52,24.3635961281864,75.2961918731268,1.68692167562592,1600.54852516978,1392.47721689771,12819004.4771667,8009.13204165863,7399.67417443561,0.92890566834527,"FishLife",0.02156,"FB species-average",2.555,"FB species-average",46.8530694772816,"FishLife",0.435093807664701,"FishLife",10.91,21.1,27.69,31.89,31.28,32.7,36.22,38.72
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Seriola","Seriola quinqueradiata","Japanese amberjack",TRUE,TRUE,8,141071,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,7.82442539599341,NA,1408396.57127881,6049958.99905363,NA,NA,0.52,61.7549062451547,1917.07368156145,2.63559614897619,1024.43616069511,891.25945980475,8204844.47925699,8009.13204165863,7708.22139217948,0.553043614726009,"FishLife",0.00814,"FB species-average",3,"FB species-average",118.759435086836,"FishLife",0.27848317177323,"FishLife",7.42,13.33,24.41,25.41,32.6,33.58,34.59,35.68
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Seriola","Seriola lalandi","Yellowtail amberjack",FALSE,TRUE,77,32.75,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,4.97674891541512,NA,895814.804774722,6358371.42969596,NA,NA,0.52,62.5239229323961,3014.01582738855,3.49240853099052,773.105430261396,672.601724327415,6191903.47308683,8009.13204165863,10019.745,0.561158249708907,"FishLife",0.0321433333333333,"FB species-average",2.76833333333333,"FB species-average",120.238313331531,"FishLife",0.210161316629252,"FishLife",9.33,17.9,27.94,32.14,29.5,33.5,35.6,38.63
"Finfish","Miscellaneous coastal fishes","Perciformes","Moronidae","Dicentrarchus","Dicentrarchus punctatus","Spotted seabass",TRUE,TRUE,101,0.9142,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,46.8176122400694,NA,8427170.20321249,22487842.686817,NA,NA,0.52,31.047593712651,320.392247325293,4.65294724910393,580.277371620744,504.841313310047,5993155.9370348,10328.0883076581,3036.81558100668,0.210944537225846,"FishLife",0.00364,"FB species-average",3.314,"FB species-average",59.7069109858673,"FishLife",0.157742853246735,"FishLife",8.27,15.11,24.68,25.45,29.27,33.57,38.59,39.21
"Finfish","Miscellaneous coastal fishes","Perciformes","Sciaenidae","Argyrosomus","Argyrosomus regius","Meagre",TRUE,TRUE,22,17545.9572,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,4.09889811399782,NA,737801.660519608,1979282.08653136,NA,NA,0.52,70.9642745079502,3659.52009121054,5.82170797014872,463.781421851537,403.489837010838,4789975.48033393,10328.0883076581,3941.23237851944,0.169506001442041,"FishLife",0.01949,"FB species-average",2.849,"FB species-average",136.469758669135,"FishLife",0.126074543560702,"FishLife",5.66,12.66,27.63,31.83,5.21,27.97,38.54,39.93
"Finfish","Miscellaneous coastal fishes","Perciformes","Sciaenidae","Larimichthys","Larimichthys crocea","Large yellow croaker",TRUE,TRUE,9,140498.2,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,81.6615452625984,NA,14699078.1472677,57521551.1985504,NA,NA,0.52,21.3675198229173,183.684988469966,2.10654740630006,1281.71812888003,1115.09477212563,13237698.0205993,10328.0883076581,2143.6,0.647682979365476,"FishLife",0.02695,"FB genus-average",2.882875,"FB genus-average",41.091384274841,"FishLife",0.348422813977561,"FishLife",14.65,18.4,26.63,30.83,24.32,28.14,33.63,37.13
"Finfish","Miscellaneous coastal fishes","Perciformes","Sparidae","Dentex","Dentex dentex","Common dentex",TRUE,TRUE,68,81.3194,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,7.75147904847383,NA,1395266.22872529,7282010.71431602,NA,NA,0.52,44.5317739943481,1935.11456409771,6.83624934744785,394.953411260223,343.609467796394,4079113.7089064,10328.0883076581,10137.5594672742,0.241700045607961,"FishLife",0.0238666666666667,"FB species-average",2.9775,"FB species-average",85.6380269122078,"FishLife",0.107364307206584,"FishLife",10.13,16.03,22.45,25.16,15.57,34.95,38.76,40.19
"Finfish","Miscellaneous coastal fishes","Perciformes","Sparidae","Pagrus","Pagrus major","Japanese seabream",TRUE,TRUE,29,5023.4,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,35.0732079614158,NA,6313177.43305485,30438814.8865512,NA,NA,0.52,35.7117428589389,427.676875651111,4.86052782466254,555.495225497955,483.280846183221,5737203.74342534,10328.0883076581,9474.36226627081,0.323643758711758,"FishLife",0.0128933333333333,"FB species-average",2.91133333333333,"FB species-average",68.6764285748825,"FishLife",0.151006063859157,"FishLife",15.84,21.08,26.88,31.08,30.7,33.56,34.56,35.27
"Finfish","Miscellaneous coastal fishes","Scorpaeniformes","Hexagrammidae","Pleurogrammus","Pleurogrammus azonus","Okhotsk atka mackerel",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,155.371766392209,NA,27966917.9505976,74366584.0035809,NA,NA,0.52,19.1297989207805,96.5426367241981,1.93479941911534,1395.49349318832,1214.07933907384,14412780.0304113,10328.0883076581,NA,0.505470686862502,"FishLife",0.00904357142857143,"FB family-average",3.14297142857143,"FB family-average",36.7880748476549,"FishLife",0.379351558527858,"FishLife",0.7,5.9,20.45,29.1,32.4,32.9,34.43,34.93
"Finfish","Miscellaneous demersal fishes","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Anoplopoma fimbria","Sablefish ",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,24.2058211851676,NA,4357047.81333018,9869773.82318155,NA,NA,0.52,38.6202097919962,619.685648557604,3.44582896998623,783.556010329436,681.693728986609,5960926.54456833,7607.5308797161,NA,0.237296227913357,"FishLife",0.00357,"FB species-average",3.3019,"FB species-average",74.2696342153773,"FishLife",0.213002206863196,"FishLife",2.28,4.72,12.85,20.56,24.18,30.34,32.86,34.16
"Finfish","Flounders, halibuts, soles","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","Pseudopleuronectes americanus","Winter flounder",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,47.3604616276388,NA,8524883.09297498,20303521.7636901,NA,NA,0.52,24.5903801637923,316.719885839252,2.32664115403842,1160.47117765176,1009.60992455703,13000638.4284626,11202.8964431238,NA,0.372986201911311,"FishLife",0.0213,"FB species-average",3,"FB species-average",47.2891926226775,"FishLife",0.315462989987188,"FishLife",0.67,4.47,27.48,29.35,29.32,29.94,32.12,35.97
"Finfish","Flounders, halibuts, soles","Pleuronectiformes","Soleidae","Solea","Solea solea","Common sole",TRUE,TRUE,66,85.216,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,222.305838099978,NA,40015050.857996,81024354.0723406,NA,NA,0.52,18.8446870368371,67.4746112302009,2.26545224668972,1191.81501351231,1036.87906175571,13351780.1757386,11202.8964431238,12999.0637629499,0.311414254385696,"FishLife",0.00725,"FB species-average",3.112325,"FB species-average",36.2397827631482,"FishLife",0.323983511968825,"FishLife",6.965,9.76,18.98,25,7.59,33.43,37.81,39.09
"Finfish","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet",TRUE,TRUE,32,3051.3121,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,38.6973168305895,NA,6965517.02950611,18502824.1185448,NA,NA,0.52,31.0421245325873,387.62377416676,2.96612018669036,910.280039263242,791.943634159021,9401452.63020927,10328.0883076581,3928.02521125657,0.329370179562064,"FishLife",0.0163917391304348,"FB species-average",2.93158695652174,"FB species-average",59.6963933318987,"FishLife",0.247450922040746,"FishLife",2.66,15.81,27.83,32.03,15.57,31.11,36.75,39.25
"Finfish","Miscellaneous coastal fishes","Perciformes","Sparidae","Pagellus","Pagellus bogaraveo","Blackspot(=red) seabream",TRUE,TRUE,60,178.256,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,47.1778273523522,NA,8492008.9234234,41722127.6013258,NA,NA,0.52,27.8801801602497,317.945968303522,5.38889251483999,501.030590713159,435.896613920448,5174688.18572362,10328.0883076581,10460.0242512685,0.295405044164445,"FishLife",0.0135327272727273,"FB species-average",3.02427272727273,"FB species-average",53.6157310774032,"FishLife",0.136200373835438,"FishLife",6.2,10.71,20.2,27.04,19.62,34.59,37.88,38.38
