"","ID","CountryYieldCumSum","CountryAreaCumSum","MaxPhi","averagePhi","averageWeightedPhi","MaxDevPerCountry","MaxProdPerCountry","OnePercentDevPerCountry","ProdPerCountryOnePercent","LABEL","MarFishProdMT","MarMolluscProdMT"
"157",177,1340.79423056389,0.84436118533877,3.48601511022712,3.38584429973915,3.39054810325672,368.3963979925,500587.827788102,3.683963979925,5363.23820609158,"Atlantic",NA,NA
"158",178,907.562144460764,0.561588044986599,3.49654713472654,3.38309298008284,3.38292675706724,8008.41508069076,10699525.1993129,80.0841508069076,127214.678496641,"Atlantic",NA,NA
"159",179,1455.17395456368,0.839754571636401,3.53872196580942,3.50782124016206,3.50812333599598,3494.65283688488,5760664.19846651,34.9465283688488,577385.661529725,"Indian",NA,NA
"160",180,1336.77838928169,0.790965755278832,3.52354855624476,3.35917223574339,3.35882960066658,206.821847183219,269954.830424817,2.06821847183219,2673.71568259104,"Pacific",NA,NA
"161",181,1420.28680187757,0.830073745804797,3.53102545815732,3.50389497910721,3.50380542509387,337.184994433358,551842.402748344,3.37184994433358,5681.04589686003,"Pacific",NA,NA
"162",182,782.234901285899,0.508556128171728,3.46698479560793,3.27361467785141,3.26962896073111,101.743084663634,111641.356715698,1.01743084663634,25613.6657612612,"Pacific",NA,NA
"163",184,895.220039745702,0.56895854865343,3.48052361526315,2.64259775415468,2.67017607763644,323.329751978686,187144.521671042,3.23329751978686,4475.36987951706,"Indian",NA,NA
"164",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nauru",NA,NA
"165",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgium",NA,NA
"166",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibraltar",NA,NA
"167",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria",NA,1827
"168",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clipperton Island",NA,NA
"169",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts and Nevis",NA,NA
"170",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbados",NA,NA
"171",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Netherlands Caribbean Territories",NA,NA
"172",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,"British Pacific Territories (Pitcairn)",NA,NA
"173",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jarvis Island",NA,NA
"174",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Netherlands",20,56800
"175",136,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monaco",NA,NA
"176",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slovenia",50,329
"177",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Democratic Republic of the Congo",NA,NA
"178",158,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singapore",3636,459
"179",164,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan",NA,NA
"180",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Pierre and Miquelon",NA,5
"181",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bosnia and Herzegovina",109,50
"182",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deleted",NA,NA
"183",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arctic",NA,NA
"184",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic",NA,NA
"185",185,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific",NA,NA
"186",186,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclaimed",NA,NA
