"eez_code","eez_name","eez_type","ter1_code","ter1_name","ter1_iso","ter2_code","ter2_name","ter2_iso","ter3_code","ter3_name","ter3_iso","sov1_code","sov1_name","sov1_iso","sov2_code","sov2_name","sov2_iso","sov3_code","sov3_name","sov3_iso","long_dd","lat_dd","area_sqkm","use"
8433,"Venezuelan Exclusive Economic Zone","200NM",2201,"Venezuela","VEN",0,NA,NA,0,NA,NA,2201,"Venezuela","VEN",0,NA,NA,0,NA,NA,-65.914234022,12.7888675475,474350,TRUE
8427,"Honduran Exclusive Economic Zone","200NM",2103,"Honduras","HND",0,NA,NA,0,NA,NA,2103,"Honduras","HND",0,NA,NA,0,NA,NA,-83.84844835,16.9115353147,209335,TRUE
48974,"Joint regime area Ecuador / Colombia","Joint regime",2166,"Ecuador","ECU",2175,"Colombia","COL",0,NA,NA,2166,"Ecuador","ECU",2175,"Colombia","COL",0,NA,NA,-81.4371181585,1.46058328468,18746,TRUE
48975,"Joint regime area Iceland / Norway (Jan Mayen)","Joint regime",2129,"Iceland","ISL",5343,"Jan Mayen","SJM",0,NA,NA,2129,"Iceland","ISL",2252,"Norway","NOR",0,NA,NA,-8.50000000001,69.2916666666,45202,TRUE
8360,"United Arab Emirates Exclusive Economic Zone","200NM",2206,"United Arab Emirates","ARE",0,NA,NA,0,NA,NA,2206,"United Arab Emirates","ARE",0,NA,NA,0,NA,NA,53.8930330818,24.9439565587,51782,TRUE
8376,"Cypriote Exclusive Economic Zone","200NM",2159,"Cyprus","CYP",0,NA,NA,0,NA,NA,2159,"Cyprus","CYP",0,NA,NA,0,NA,NA,32.6352575462,34.4892906437,98468,TRUE
48947,"Overlapping claim: Iran / United Arab Emirates","Overlapping claim",2206,"United Arab Emirates","ARE",2126,"Iran","IRN",0,NA,NA,2206,"United Arab Emirates","ARE",2126,"Iran","IRN",0,NA,NA,55.1718033541,26.0126890305,6185,TRUE
48956,"Overlapping claim Doumeira Islands: Djibouti / Eritrea","Overlapping claim",2111,"Eritrea","ERI",2131,"Djibouti","DJI",0,NA,NA,2111,"Eritrea","ERI",2131,"Djibouti","DJI",0,NA,NA,43.2222066003,12.7588941374,246,TRUE
8490,"Egyptian Exclusive Economic Zone","200NM",3868,"Egypt","EGY",0,NA,NA,0,NA,NA,3868,"Egypt","EGY",0,NA,NA,0,NA,NA,31.1502966164,30.4512324686,243594,TRUE
8351,"Eritrean Exclusive Economic Zone","200NM",2111,"Eritrea","ERI",0,NA,NA,0,NA,NA,2111,"Eritrea","ERI",0,NA,NA,0,NA,NA,40.5925502681,15.8234585394,78382,TRUE
5678,"Georgian Exclusive Economic Zone","200NM",2102,"Georgia","GEO",0,NA,NA,0,NA,NA,2102,"Georgia","GEO",0,NA,NA,0,NA,NA,40.5617419539,42.4462488511,22907,TRUE
8469,"Iranian Exclusive Economic Zone","200NM",2126,"Iran","IRN",0,NA,NA,0,NA,NA,2126,"Iran","IRN",0,NA,NA,0,NA,NA,53.8853956156,29.7824207746,215584,TRUE
8374,"Lebanese Exclusive Economic Zone","200NM",2098,"Lebanon","LBN",0,NA,NA,0,NA,NA,2098,"Lebanon","LBN",0,NA,NA,0,NA,NA,34.9039215283,33.9094237826,20190,TRUE
8372,"Libyan Exclusive Economic Zone","200NM",2194,"Libya","LBY",0,NA,NA,0,NA,NA,2194,"Libya","LBY",0,NA,NA,0,NA,NA,18.4993444533,33.1430015882,364696,TRUE
5685,"Maltese Exclusive Economic Zone","200NM",2217,"Malta","MLT",0,NA,NA,0,NA,NA,2217,"Malta","MLT",0,NA,NA,0,NA,NA,15.1112067205,35.3135543136,52923,TRUE
8354,"Omani Exclusive Economic Zone","200NM",2251,"Oman","OMN",0,NA,NA,0,NA,NA,2251,"Oman","OMN",0,NA,NA,0,NA,NA,58.6699806823,18.9491464112,558188,TRUE
8356,"Saudi Arabian Exclusive Economic Zone","200NM",2215,"Saudi Arabia","SAU",0,NA,NA,0,NA,NA,2215,"Saudi Arabia","SAU",0,NA,NA,0,NA,NA,40.4857994271,22.4546303447,224780,TRUE
8346,"Sri Lankan Exclusive Economic Zone","200NM",2195,"Sri Lanka","LKA",0,NA,NA,0,NA,NA,2195,"Sri Lanka","LKA",0,NA,NA,0,NA,NA,81.6360736851,6.5463774611,535853,TRUE
8355,"Sudanese Exclusive Economic Zone","200NM",2183,"Sudan","SDN",0,NA,NA,0,NA,NA,2183,"Sudan","SDN",0,NA,NA,0,NA,NA,38.1436708014,19.7479237752,63012,TRUE
8373,"Syrian Exclusive Economic Zone","200NM",3384,"Syria","SYR",0,NA,NA,0,NA,NA,3384,"Syria","SYR",0,NA,NA,0,NA,NA,35.4962435481,35.328707793,10269,TRUE
8392,"Togolese Exclusive Economic Zone","200NM",8632,"Togo","TGO",0,NA,NA,0,NA,NA,8632,"Togo","TGO",0,NA,NA,0,NA,NA,1.82134961928,4.6394919934,15515,TRUE
5679,"Greek Exclusive Economic Zone","200NM",2099,"Greece","GRC",0,NA,NA,0,NA,NA,2099,"Greece","GRC",0,NA,NA,0,NA,NA,23.9324458505,36.5071422798,482784,TRUE
5697,"Turkish Exclusive Economic Zone","200NM",2213,"Turkey","TUR",0,NA,NA,0,NA,NA,2213,"Turkey","TUR",0,NA,NA,0,NA,NA,33.2205977618,40.5222437012,261927,TRUE
21790,"Monégasque Exclusive Economic Zone","200NM",2222,"Monaco","MCO",0,NA,NA,0,NA,NA,2222,"Monaco","MCO",0,NA,NA,0,NA,NA,7.58768028014,43.3480154122,287,TRUE
8366,"Tunisian Exclusive Economic Zone","200NM",2214,"Tunisia","TUN",0,NA,NA,0,NA,NA,2214,"Tunisia","TUN",0,NA,NA,0,NA,NA,11.0531894413,36.0013257587,99686,TRUE
5691,"Montenegrin Exclusive economic Zone","200NM",17831,"Montenegro","MNE",0,NA,NA,0,NA,NA,17831,"Montenegro","MNE",0,NA,NA,0,NA,NA,18.6801469453,41.8702342631,6374,TRUE
5670,"Albanian Exclusive Economic Zone","200NM",2153,"Albania","ALB",0,NA,NA,0,NA,NA,2153,"Albania","ALB",0,NA,NA,0,NA,NA,19.1130007712,40.927083965,12150,TRUE
5672,"Bulgarian Exclusive Economic Zone","200NM",2174,"Bulgaria","BGR",0,NA,NA,0,NA,NA,2174,"Bulgaria","BGR",0,NA,NA,0,NA,NA,29.2016465481,42.9339561782,34685,TRUE
48953,"Palestinian Exclusive Economic Zone","200NM",15525,"Palestine","PSE",2123,"Israel","ISR",0,NA,NA,15525,"Palestine","PSE",2123,"Israel","ISR",0,NA,NA,34.2344380508,31.5691541221,1121,TRUE
8357,"Kuwaiti Exclusive Economic Zone","200NM",2115,"Kuwait","KWT",0,NA,NA,0,NA,NA,2115,"Kuwait","KWT",0,NA,NA,0,NA,NA,48.6290824971,29.1845911752,11193,TRUE
8470,"Iraqi Exclusive Economic Zone","200NM",2125,"Iraq","IRQ",0,NA,NA,0,NA,NA,2125,"Iraq","IRQ",0,NA,NA,0,NA,NA,48.5848904072,29.7695160791,1189,TRUE
8358,"Bahraini Exclusive Economic Zone","200NM",2154,"Bahrain","BHR",0,NA,NA,0,NA,NA,2154,"Bahrain","BHR",0,NA,NA,0,NA,NA,50.705336466,26.3353961148,7530,TRUE
8468,"Qatari Exclusive Economic Zone","200NM",2242,"Qatar","QAT",0,NA,NA,0,NA,NA,2242,"Qatar","QAT",0,NA,NA,0,NA,NA,51.8807633127,25.8623628675,31423,TRUE
8353,"Yemeni Exclusive Economic Zone","200NM",2199,"Yemen","YEM",0,NA,NA,0,NA,NA,2199,"Yemen","YEM",0,NA,NA,0,NA,NA,52.0616096242,12.8890558088,529394,TRUE
8375,"Israeli Exclusive Economic Zone","200NM",2123,"Israel","ISR",0,NA,NA,0,NA,NA,2123,"Israel","ISR",0,NA,NA,0,NA,NA,34.0880504092,32.5743688958,24643,TRUE
8491,"Jordanian Exclusive Economic Zone","200NM",2120,"Jordan","JOR",0,NA,NA,0,NA,NA,2120,"Jordan","JOR",0,NA,NA,0,NA,NA,34.9468344737,29.4351678075,97,TRUE
8352,"Djiboutian Exclusive Economic Zone","200NM",2131,"Djibouti","DJI",0,NA,NA,0,NA,NA,2131,"Djibouti","DJI",0,NA,NA,0,NA,NA,43.432962888,11.9971041774,7252,TRUE
8481,"Bangladeshi Exclusive Economic Zone","200NM",2142,"Bangladesh","BGD",0,NA,NA,0,NA,NA,2142,"Bangladesh","BGD",0,NA,NA,0,NA,NA,90.5615289543,20.4756146621,112485,TRUE
8474,"Nigerian Exclusive Economic Zone","200NM",2253,"Nigeria","NGA",0,NA,NA,0,NA,NA,2253,"Nigeria","NGA",0,NA,NA,0,NA,NA,4.82275202232,4.08512494706,179839,TRUE
8475,"Cameroonian Exclusive Economic Zone","200NM",2170,"Cameroon","CMR",0,NA,NA,0,NA,NA,2170,"Cameroon","CMR",0,NA,NA,0,NA,NA,9.31089145674,3.46277659257,15210,TRUE
8397,"Sao Tome and Principe Exclusive Economic Zone","200NM",2238,"Sao Tome and Principe","STP",0,NA,NA,0,NA,NA,2238,"Sao Tome and Principe","STP",0,NA,NA,0,NA,NA,6.35334522867,0.779096486722,131430,TRUE
21797,"Joint regime area Nigeria / Sao Tome and Principe","Joint regime",2238,"Sao Tome and Principe","STP",2253,"Nigeria","NGA",0,NA,NA,2238,"Sao Tome and Principe","STP",2253,"Nigeria","NGA",0,NA,NA,5.58698920142,2.06760424839,34688,TRUE
48976,"Joint regime area Italy / France","Joint regime",17,"France","FRA",2133,"Italy","ITA",0,NA,NA,17,"France","FRA",2133,"Italy","ITA",0,NA,NA,9.048856776,41.3071528226,67,TRUE
22491,"Bosnian and Herzegovinian Exclusive Economic Zone","200NM",2136,"Bosnia and Herzegovina","BIH",0,NA,NA,0,NA,NA,2136,"Bosnia and Herzegovina","BIH",0,NA,NA,0,NA,NA,17.5925605485,42.9165596313,13,TRUE
48957,"Guam Exclusive Economic Zone","200NM",8599,"Guam","GUM",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,144.002607874,12.9295751986,209028,TRUE
8318,"Marshall Islands Exclusive Economic Zone","200NM",2226,"Marshall Islands","MHL",0,NA,NA,0,NA,NA,2226,"Marshall Islands","MHL",0,NA,NA,0,NA,NA,167.487347243,10.1520394692,2009620,TRUE
8316,"Micronesian Exclusive Economic Zone","200NM",8595,"Micronesia","FSM",0,NA,NA,0,NA,NA,8595,"Federated States of Micronesia","FSM",0,NA,NA,0,NA,NA,150.322031428,6.76930482445,3023481,TRUE
48980,"Northern Mariana Exclusive Economic Zone","200NM",8598,"Northern Mariana Islands","MNP",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,145.73933219,18.2865983172,766028,TRUE
8315,"Palau Exclusive Economic Zone","200NM",8594,"Palau","PLW",0,NA,NA,0,NA,NA,8594,"Palau","PLW",0,NA,NA,0,NA,NA,133.067102152,6.44072818632,617449,TRUE
8322,"Philippines Exclusive Economic Zone","200NM",2245,"Philippines","PHL",0,NA,NA,0,NA,NA,2245,"Philippines","PHL",0,NA,NA,0,NA,NA,122.153142597,12.2450001896,1978551,TRUE
48954,"Overlapping claim Senkaku Islands: Japan / China / Taiwan","Overlapping claim",2177,"Taiwan","TWN",2121,"Japan","JPN",8603,"China","CHN",2177,"Taiwan","TWN",2121,"Japan","JPN",8603,"China","CHN",124.122109181,26.5208027254,73928,TRUE
8485,"Singaporean Exclusive Economic Zone","200NM",2190,"Singapore","SGP",0,NA,NA,0,NA,NA,2190,"Singapore","SGP",0,NA,NA,0,NA,NA,103.818346834,1.27519477925,717,TRUE
8332,"Thailand Exclusive Economic Zone","200NM",2207,"Thailand","THA",0,NA,NA,0,NA,NA,2207,"Thailand","THA",0,NA,NA,0,NA,NA,99.6286756622,9.16617314888,299918,TRUE
8319,"Wake Island Exclusive Economic Zone","200NM",8597,"Wake Island","UMI",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,166.530457536,19.5032615321,408185,FALSE
8484,"Vietnamese Exclusive Economic Zone","200NM",2200,"Vietnam","VNM",0,NA,NA,0,NA,NA,2200,"Vietnam","VNM",0,NA,NA,0,NA,NA,108.758129735,11.6110268094,753883,TRUE
21796,"Joint regime area Japan / Korea","Joint regime",8600,"South Korea","KOR",2121,"Japan","JPN",0,NA,NA,8600,"South Korea","KOR",2121,"Japan","JPN",0,NA,NA,127.578081731,30.8139587202,82690,TRUE
26521,"Bruneian Exclusive Economic Zone","200NM",2145,"Brunei","BRN",0,NA,NA,0,NA,NA,2145,"Brunei","BRN",0,NA,NA,0,NA,NA,113.387438747,6.05933567528,43331,TRUE
8321,"Taiwanese Exclusive Economic Zone","200NM",2177,"Taiwan","TWN",0,NA,NA,0,NA,NA,2177,"Taiwan","TWN",0,NA,NA,0,NA,NA,118.714575312,21.4207570212,356388,TRUE
8328,"North Korean Exclusive Economic Zone","200NM",8601,"North Korea","PRK",0,NA,NA,0,NA,NA,8601,"North Korea","PRK",0,NA,NA,0,NA,NA,128.995348944,39.8278543985,114262,TRUE
8331,"Cambodian Exclusive Economic Zone","200NM",2171,"Cambodia","KHM",0,NA,NA,0,NA,NA,2171,"Cambodia","KHM",0,NA,NA,0,NA,NA,102.542280479,10.2254258282,48894,TRUE
8486,"Chinese Exclusive Economic Zone","200NM",8603,"China","CHN",0,NA,NA,0,NA,NA,8603,"China","CHN",0,NA,NA,0,NA,NA,118.14569834,27.7385311639,965049,TRUE
5675,"Estonian Exclusive Economic Zone","200NM",2110,"Estonia","EST",0,NA,NA,0,NA,NA,2110,"Estonia","EST",0,NA,NA,0,NA,NA,23.0023188331,58.7701196016,36257,TRUE
5676,"Finnish Exclusive Economic Zone","200NM",2106,"Finland","FIN",0,NA,NA,0,NA,NA,2106,"Finland","FIN",0,NA,NA,0,NA,NA,21.88918562,61.7548366612,81072,TRUE
5694,"Swedish Exclusive Economic Zone","200NM",2180,"Sweden","SWE",0,NA,NA,0,NA,NA,2180,"Sweden","SWE",0,NA,NA,0,NA,NA,18.1151682684,59.4854995664,154510,TRUE
5684,"Lithuanian Exclusive Economic Zone","200NM",2156,"Lithuania","LTU",0,NA,NA,0,NA,NA,2156,"Lithuania","LTU",0,NA,NA,0,NA,NA,20.3641170157,55.7552690241,6800,TRUE
48977,"Joint regime area Sweden / Norway","Joint regime",2252,"Norway","NOR",2180,"Sweden","SWE",0,NA,NA,2252,"Norway","NOR",2180,"Sweden","SWE",0,NA,NA,10.5009537039,58.8099814814,139,TRUE
3293,"Belgian Exclusive Economic Zone","200NM",14,"Belgium","BEL",0,NA,NA,0,NA,NA,14,"Belgium","BEL",0,NA,NA,0,NA,NA,2.70503854662,51.4654455537,3482,TRUE
5668,"Dutch Exclusive Economic Zone","200NM",15,"Netherlands","NLD",0,NA,NA,0,NA,NA,15,"Netherlands","NLD",0,NA,NA,0,NA,NA,4.1865445206,53.6120782113,64058,TRUE
5669,"German Exclusive Economic Zone","200NM",2101,"Germany","DEU",0,NA,NA,0,NA,NA,2101,"Germany","DEU",0,NA,NA,0,NA,NA,8.39440118787,54.5535395805,56512,TRUE
5674,"Danish Exclusive Economic Zone","200NM",2157,"Denmark","DNK",0,NA,NA,0,NA,NA,2157,"Denmark","DNK",0,NA,NA,0,NA,NA,9.24983395975,56.1421317006,104521,TRUE
5683,"Latvian Exclusive Economic Zone","200NM",2132,"Latvia","LVA",0,NA,NA,0,NA,NA,2132,"Latvia","LVA",0,NA,NA,0,NA,NA,21.3519656539,57.1043333209,28212,TRUE
8455,"New Zealand Exclusive Economic Zone","200NM",2227,"New Zealand","NZL",0,NA,NA,0,NA,NA,2227,"New Zealand","NZL",0,NA,NA,0,NA,NA,71.7274489218,-42.765946112,4098264,TRUE
8399,"Bouvet Exclusive Economic Zone","200NM",8634,"Bouvet","BVT",0,NA,NA,0,NA,NA,2252,"Norway","NOR",0,NA,NA,0,NA,NA,3.35557324104,-54.4556346338,439907,FALSE
8442,"Jarvis Island Exclusive Economic Zone","200NM",8668,"Jarvis Island","UMI",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,-160.468385678,-0.913995273863,324633,FALSE
8489,"Antarctic 200NM zone beyond the coastline","200NM",1926,"Antarctica","ATA",0,NA,NA,0,NA,NA,1926,"Antarctica","ATA",0,NA,NA,0,NA,NA,-10.9752039918,-71.1122695372,9550534,FALSE
8326,"Tuvaluan Exclusive Economic Zone","200NM",2210,"Tuvalu","TUV",0,NA,NA,0,NA,NA,2210,"Tuvalu","TUV",0,NA,NA,0,NA,NA,74.2878528352,-7.81254213691,756313,TRUE
8454,"Wallis and Futuna Exclusive Economic Zone","200NM",8680,"Wallis and Futuna","WLF",0,NA,NA,0,NA,NA,17,"France","FRA",0,NA,NA,0,NA,NA,-172.775945776,-12.7966355295,263754,TRUE
8451,"Howland and Baker Islands Exclusive Economic Zone","200NM",48684,"Howland and Baker islands","UMI",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,-176.72726847,0.791304953123,436839,FALSE
8325,"Fijian Exclusive Economic Zone","200NM",2108,"Fiji","FJI",0,NA,NA,0,NA,NA,2108,"Fiji","FJI",0,NA,NA,0,NA,NA,94.9811669811,-17.9942361498,1288135,TRUE
8337,"Seychellois Exclusive Economic Zone","200NM",2192,"Seychelles","SYC",0,NA,NA,0,NA,NA,2192,"Seychelles","SYC",0,NA,NA,0,NA,NA,52.4688606988,-6.54775500032,1347251,TRUE
8398,"Equatorial Guinean Exclusive Economic Zone","200NM",2112,"Equatorial Guinea","GNQ",0,NA,NA,0,NA,NA,2112,"Equatorial Guinea","GNQ",0,NA,NA,0,NA,NA,5.43745069906,-1.37183355987,305490,TRUE
8345,"Maldives Exclusive Economic Zone","200NM",2229,"Maldives","MDV",0,NA,NA,0,NA,NA,2229,"Maldives","MDV",0,NA,NA,0,NA,NA,73.0880145593,2.45483622223,929335,TRUE
8324,"Papua New Guinean Exclusive Economic Zone","200NM",2237,"Papua New Guinea","PNG",0,NA,NA,0,NA,NA,2237,"Papua New Guinea","PNG",0,NA,NA,0,NA,NA,150.717739785,-5.46159340329,2409920,TRUE
8350,"Somali Exclusive Economic Zone","200NM",2187,"Federal Republic of Somalia","SOM",0,NA,NA,0,NA,NA,2187,"Federal Republic of Somalia","SOM",0,NA,NA,0,NA,NA,48.7186004881,5.38251638048,785214,TRUE
8317,"Nauruan Exclusive Economic Zone","200NM",8596,"Nauru","NRU",0,NA,NA,0,NA,NA,8596,"Nauru","NRU",0,NA,NA,0,NA,NA,166.123963816,-0.591130617199,310645,TRUE
8492,"Indonesian Exclusive Economic Zone","200NM",2127,"Indonesia","IDN",0,NA,NA,0,NA,NA,2127,"Indonesia","IDN",0,NA,NA,0,NA,NA,117.898130009,-3.30902926942,6051529,TRUE
48978,"Joint regime area United States / Russia","Joint regime",2204,"United States","USA",2240,"Russia","RUS",0,NA,NA,2204,"United States","USA",2240,"Russia","RUS",0,NA,NA,-16.9003919564,61.1806189892,8473,TRUE
5677,"French Exclusive Economic Zone","200NM",17,"France","FRA",0,NA,NA,0,NA,NA,17,"France","FRA",0,NA,NA,0,NA,NA,-1.96612922953,46.0421241338,344395,TRUE
8378,"Algerian Exclusive Economic Zone","200NM",2152,"Algeria","DZA",0,NA,NA,0,NA,NA,2152,"Algeria","DZA",0,NA,NA,0,NA,NA,3.53979379733,37.2034369817,131138,TRUE
8400,"Ghanaian Exclusive Economic Zone","200NM",2100,"Ghana","GHA",0,NA,NA,0,NA,NA,2100,"Ghana","GHA",0,NA,NA,0,NA,NA,-0.850265479175,3.50201022575,228509,TRUE
8438,"Greenlandic Exclusive Economic Zone","200NM",2260,"Greenland","GRL",0,NA,NA,0,NA,NA,2157,"Denmark","DNK",0,NA,NA,0,NA,NA,-31.9709635324,75.4796502777,2252305,TRUE
5696,"United Kingdom Exclusive Economic Zone","200NM",2208,"United Kingdom","GBR",0,NA,NA,0,NA,NA,2208,"United Kingdom","GBR",0,NA,NA,0,NA,NA,-4.29778889925,56.7858807367,729123,TRUE
8453,"United States Exclusive Economic Zone (Hawaii)","200NM",8679,"Hawaii","USA",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,-151.05752732,24.0409882574,2480254,TRUE
33181,"Svalvard Exclusive Economic Zone","200NM",5334,"Svalbard","SJM",0,NA,NA,0,NA,NA,2252,"Norway","NOR",0,NA,NA,0,NA,NA,18.2890415813,78.7134022616,790442,TRUE
5686,"Norwegian Exclusive Economic Zone","200NM",2252,"Norway","NOR",0,NA,NA,0,NA,NA,2252,"Norway","NOR",0,NA,NA,0,NA,NA,14.0571352197,68.188925744,926633,TRUE
5690,"Russian Exclusive economic Zone","200NM",2240,"Russia","RUS",0,NA,NA,0,NA,NA,2240,"Russia","RUS",0,NA,NA,0,NA,NA,93.5501092188,71.3249006493,7686381,TRUE
5673,"Croatian Exclusive Economic Zone","200NM",2160,"Croatia","HRV",0,NA,NA,0,NA,NA,2160,"Croatia","HRV",0,NA,NA,0,NA,NA,15.6521837248,43.4300621862,55301,TRUE
5682,"Italian Exclusive Economic Zone","200NM",2133,"Italy","ITA",0,NA,NA,0,NA,NA,2133,"Italy","ITA",0,NA,NA,0,NA,NA,12.9278577687,39.6546686322,536134,TRUE
5695,"Overlapping claim Ukrainian Exclusive Economic Zone","Overlapping claim",2196,"Ukraine","UKR",0,NA,NA,0,NA,NA,2196,"Ukraine","UKR",0,NA,NA,0,NA,NA,33.6346521053,44.9519170891,135897,TRUE
5689,"Romanian Exclusive economic Zone","200NM",2241,"Romania","ROU",0,NA,NA,0,NA,NA,2241,"Romania","ROU",0,NA,NA,0,NA,NA,30.0785047918,44.2410925738,29545,TRUE
8487,"Japanese Exclusive Economic Zone","200NM",2121,"Japan","JPN",0,NA,NA,0,NA,NA,2121,"Japan","JPN",0,NA,NA,0,NA,NA,138.448625191,29.5565563148,4071500,TRUE
48950,"Overlapping claim Kuril Islands: Japan / Russia","Overlapping claim",2121,"Japan","JPN",2240,"Russia","RUS",0,NA,NA,2121,"Japan","JPN",2240,"Russia","RUS",0,NA,NA,147.961539344,43.8860570245,213305,TRUE
8437,"Jan Mayen Exclusive Economic Zone","200NM",5343,"Jan Mayen","SJM",0,NA,NA,0,NA,NA,2252,"Norway","NOR",0,NA,NA,0,NA,NA,-5.25129268462,71.1142133564,290709,FALSE
8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM",8605,"Andaman and Nicobar","IND",0,NA,NA,0,NA,NA,2128,"India","IND",0,NA,NA,0,NA,NA,92.1896665703,9.97738230194,667144,TRUE
8359,"Pakistani Exclusive Economic Zone","200NM",2250,"Pakistan","PAK",0,NA,NA,0,NA,NA,2250,"Pakistan","PAK",0,NA,NA,0,NA,NA,64.7119829671,23.5395235583,224899,TRUE
26523,"Turkmen Exclusive Economic Zone","200NM",2212,"Turkmenistan","TKM",0,NA,NA,0,NA,NA,2212,"Turkmenistan","TKM",0,NA,NA,0,NA,NA,52.6385343806,39.2923221859,61171,TRUE
26524,"Azerbaijanis Exclusive Economic Zone","200NM",2134,"Azerbaijan","AZE",0,NA,NA,0,NA,NA,2134,"Azerbaijan","AZE",0,NA,NA,0,NA,NA,50.3317181634,40.2835047415,80524,TRUE
26522,"Kazakh Exclusive Economic Zone","200NM",2119,"Kazakhstan","KAZ",0,NA,NA,0,NA,NA,2119,"Kazakhstan","KAZ",0,NA,NA,0,NA,NA,51.0143954042,44.4744157339,114144,TRUE
8493,"Canadian Exclusive Economic Zone","200NM",2169,"Canada","CAN",0,NA,NA,0,NA,NA,2169,"Canada","CAN",0,NA,NA,0,NA,NA,-89.9420053901,68.5877668132,5708318,TRUE
8482,"Myanmar Exclusive Economic Zone","200NM",2219,"Myanmar","MMR",0,NA,NA,0,NA,NA,2219,"Myanmar","MMR",0,NA,NA,0,NA,NA,94.6555236052,14.9965138141,499284,TRUE
8449,"Tokelau Exclusive Economic Zone","200NM",8675,"Tokelau","TKL",0,NA,NA,0,NA,NA,2227,"New Zealand","NZL",0,NA,NA,0,NA,NA,-172.084954608,-8.63257349086,321889,TRUE
48945,"Overlapping claim Glorioso Islands: France / Madagascar","Overlapping claim",7963,"Madagascar","MDG",8607,"Glorioso Islands","FRA",0,NA,NA,7963,"Madagascar","MDG",17,"France","FRA",0,NA,NA,47.0968966657,-11.6181023305,43678,TRUE
8341,"Ile Europa Exclusive Economic Zone","200NM",8612,"Europa Island","ATF",0,NA,NA,0,NA,NA,17,"France","FRA",0,NA,NA,0,NA,NA,40.109277452,-23.5368181698,128236,FALSE
8368,"Overlapping claim Western Saharan Exclusive Economic Zone","Overlapping claim",8617,"Western Sahara","ESH",2221,"Morocco","MAR",0,NA,NA,8617,"Western Sahara","ESH",2221,"Morocco","MAR",0,NA,NA,-17.695380154,23.3424020215,284730,TRUE
8461,"Surinamese Exclusive Economic Zone","200NM",2182,"Suriname","SUR",0,NA,NA,0,NA,NA,2182,"Suriname","SUR",0,NA,NA,0,NA,NA,-54.7761735987,7.58813113755,133870,TRUE
48948,"Overlapping claim Matthew and Hunter Islands: New Caledonia / Vanuatu","Overlapping claim",2261,"New Caledonia","NCL",2202,"Vanuatu","VUT",0,NA,NA,17,"France","FRA",2202,"Vanuatu","VUT",0,NA,NA,172.036551979,-23.2791119381,187632,TRUE
5687,"Polish Exclusive Economic Zone","200NM",2244,"Poland","POL",0,NA,NA,0,NA,NA,2244,"Poland","POL",0,NA,NA,0,NA,NA,17.290603293,54.9085653054,29847,TRUE
8462,"French Guiana Exclusive Economic Zone","200NM",8683,"French Guiana","GUF",0,NA,NA,0,NA,NA,17,"France","FRA",0,NA,NA,0,NA,NA,-51.7545176305,6.69126970147,132120,TRUE
8477,"Democratic Republic of the Congo Exclusive Economic Zone","200NM",2198,"Democratic Republic of the Congo","COD",0,NA,NA,0,NA,NA,2198,"Democratic Republic of the Congo","COD",0,NA,NA,0,NA,NA,10.7325554821,-6.40152598619,13431,TRUE
8476,"Gabonese Exclusive Economic Zone","200NM",2104,"Gabon","GAB",0,NA,NA,0,NA,NA,2104,"Gabon","GAB",0,NA,NA,0,NA,NA,8.73897075276,-3.06254123261,202654,TRUE
8480,"Indian Exclusive Economic Zone","200NM",2128,"India","IND",0,NA,NA,0,NA,NA,2128,"India","IND",0,NA,NA,0,NA,NA,76.0853171614,14.5979955792,1665413,TRUE
8432,"Peruvian Exclusive Economic Zone","200NM",2257,"Peru","PER",0,NA,NA,0,NA,NA,2257,"Peru","PER",0,NA,NA,0,NA,NA,-78.8847754645,-11.8994040658,857983,TRUE
26582,"Overlapping claim: Sudan / Egypt","Overlapping claim",2183,"Sudan","SDN",3868,"Egypt","EGY",0,NA,NA,2183,"Sudan","SDN",3868,"Egypt","EGY",0,NA,NA,36.8791693772,22.6116408335,19784,TRUE
8393,"Beninese Exclusive Economic Zone","200NM",2139,"Benin","BEN",0,NA,NA,0,NA,NA,2139,"Benin","BEN",0,NA,NA,0,NA,NA,2.42123297004,4.84154943849,35648,TRUE
5692,"Slovenian Exclusive Economic Zone","200NM",2188,"Slovenia","SVN",2188,"Slovenia","SVN",0,NA,NA,2188,"Slovenia","SVN",2188,"Slovenia","SVN",0,NA,NA,13.5789620717,45.5628748746,214,TRUE
22756,"Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands)","200NM",25135,"Islas San Félix and San Ambrosio","CHL",0,NA,NA,0,NA,NA,2165,"Chile","CHL",0,NA,NA,0,NA,NA,-79.9908635581,-26.3309136903,451791,FALSE
21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM",15120,"Easter Island","CHL",0,NA,NA,0,NA,NA,2165,"Chile","CHL",0,NA,NA,0,NA,NA,-107.438687937,-26.8240003679,731040,TRUE
