"rcp","year","eez_code","eez_name","eez_type","ter1_name","ter1_iso","ter1_continent","sov1_name","sov1_iso","sov1_continent","ncells","area_sqkm","prod_mt","profits_usd"
"RCP 2.6","2021",8363,"Portuguese Exclusive Economic Zone (Madeira)","200NM","Madeira","PRT","Europe","Portugal","PRT","Europe",890,89000,844998296.57277,5237713019526.7
"RCP 2.6","2021",8364,"Spanish Exclusive Economic Zone (Canary Islands)","200NM","Canary Islands","ESP","Europe","Spain","ESP","Europe",3676,367600,3507379989.61462,21807858552187.5
"RCP 2.6","2021",8365,"Overlapping claim Gibraltarian Exclusive Economic Zone","Overlapping claim","Gibraltar","GIB","Europe","United Kingdom","GBR","Europe",2,200,1898872.57656802,11877199739.9162
"RCP 2.6","2021",8366,"Tunisian Exclusive Economic Zone","200NM","Tunisia","TUN","Africa","Tunisia","TUN","Africa",317,31700,300971303.386031,1897659971820.72
"RCP 2.6","2021",8367,"Moroccan Exclusive Economic Zone","200NM","Morocco","MAR","Africa","Morocco","MAR","Africa",1723,172300,1635878724.71335,10232059030389.8
"RCP 2.6","2021",8368,"Overlapping claim Western Saharan Exclusive Economic Zone","Overlapping claim","Western Sahara","ESH","Africa","Western Sahara","ESH","Africa",1315,131500,1248508719.09347,7736709449550.89
"RCP 2.6","2021",8369,"Mauritanian Exclusive Economic Zone","200NM","Mauritania","MRT","Africa","Mauritania","MRT","Africa",278,27800,263943288.142955,1660962188672.35
"RCP 2.6","2021",8371,"Senegalese Exclusive Economic Zone","200NM","Senegal","SEN","Africa","Senegal","SEN","Africa",7,700,6646054.01798807,41979989921.7066
"RCP 2.6","2021",8372,"Libyan Exclusive Economic Zone","200NM","Libya","LBY","Africa","Libya","LBY","Africa",31,3100,29432524.9368043,185310488100.701
"RCP 2.6","2021",8378,"Algerian Exclusive Economic Zone","200NM","Algeria","DZA","Africa","Algeria","DZA","Africa",450,45000,427246329.727805,2693896205913.14
"RCP 2.6","2021",8382,"Tristan Da Cunha Exclusive Economic Zone","200NM","Tristan da Cunha","TAA","S Atlantic Ocean","United Kingdom","GBR","Europe",1032,103200,1147783005.04535,9698942125757.39
"RCP 2.6","2021",8383,"Overlapping claim South Georgia and South Sandwich Exclusive Economic Zone: UK / Argentina","Overlapping claim","South Georgia and the South Sandwich Islands","SGS","S Atlantic Ocean","United Kingdom","GBR","Europe",5366,536600,732057270.219176,4132037545247.03
"RCP 2.6","2021",8384,"South African Exclusive Economic Zone (Prince Edward Islands)","200NM","Prince Edward Islands","ZAF","Africa","South Africa","ZAF","Africa",2966,296600,2816028031.05038,17468378374299.7
"RCP 2.6","2021",8385,"Crozet Islands Exclusive Economic Zone","200NM","Crozet Islands","ATF","Indian Ocean","France","FRA","Europe",4045,404500,3950519069.1177,25530802696315.7
"RCP 2.6","2021",8387,"Kerguelen Exclusive Economic Zone","200NM","Kerguélen","ATF","Indian Ocean","France","FRA","Europe",3909,390900,3209162291.38497,19248001153409.7
"RCP 2.6","2021",8388,"Heard and McDonald Islands Exclusive Economic Zone","200NM","Heard and McDonald Islands","HMD","Indian Ocean","Australia","AUS","Oceania",1587,158700,259977520.349426,1420510473697.11
"RCP 2.6","2021",8389,"Overlapping claim Falkland / Malvinas Islands Exclusive Economic Zone: UK / Argentina","Overlapping claim","Falkland / Malvinas Islands","FLK","Americas","United Kingdom","GBR","Europe",4646,464600,4301871012.78815,25898772043972.9
"RCP 2.6","2021",8395,"Namibian Exclusive Economic Zone","200NM","Namibia","NAM","Africa","Namibia","NAM","Africa",105,10500,99690810.2698211,617503443021.6
"RCP 2.6","2021",8396,"South African Exclusive Economic Zone","200NM","South Africa","ZAF","Africa","South Africa","ZAF","Africa",1939,193900,1914848434.89496,13113780706345.2
"RCP 2.6","2021",8399,"Bouvet Exclusive Economic Zone","200NM","Bouvet","BVT","S Atlantic Ocean","Norway","NOR","Europe",1105,110500,154060479.966204,592462456511.523
"RCP 2.6","2021",8401,"Clipperton Exclusive Economic Zone","200NM","Clipperton Island","CPT","Americas","France","FRA","Europe",157,15700,149061497.26059,861027370019.421
"RCP 2.6","2021",8403,"Ecuadorian Exclusive Economic Zone (Galapagos)","200NM","Galapagos","ECU","Americas","Ecuador","ECU","Americas",8386,838600,7961972713.54971,49881965703644.6
"RCP 2.6","2021",8418,"Barbados Exclusive Economic Zone","200NM","Barbados","BRB","Americas","Barbados","BRB","Americas",455,45500,431993511.169225,2660440842634.93
"RCP 2.6","2021",8420,"Trinidad and Tobago Exclusive Economic Zone","200NM","Trinidad and Tobago","TTO","Americas","Trinidad and Tobago","TTO","Americas",90,9000,85449265.945561,530530930304.228
"RCP 2.6","2021",8423,"Panamanian Exclusive Economic Zone","200NM","Panama","PAN","Americas","Panama","PAN","Americas",3236,323600,3072375828.88706,19190729124020.4
"RCP 2.6","2021",8424,"Costa Rican Exclusive Economic Zone","200NM","Costa Rica","CRI","Americas","Costa Rica","CRI","Americas",5848,584800,5552303413.88489,34404443148050.9
"RCP 2.6","2021",8425,"Nicaraguan Exclusive Economic Zone","200NM","Nicaragua","NIC","Americas","Nicaragua","NIC","Americas",1193,119300,1132677491.92282,7114839366588
"RCP 2.6","2021",8426,"Colombian Exclusive Economic Zone","200NM","Colombia","COL","Americas","Colombia","COL","Americas",2276,227600,2160916992.13441,13511529559176.6
"RCP 2.6","2021",8428,"El Salvador Exclusive Economic Zone","200NM","El Salvador","SLV","Americas","El Salvador","SLV","Americas",952,95200,903863346.446378,5642899234596.1
"RCP 2.6","2021",8429,"Mexican Exclusive Economic Zone","200NM","Mexico","MEX","Americas","Mexico","MEX","Americas",115,11500,109185173.152661,670437034673.181
"RCP 2.6","2021",8430,"Guatemalan Exclusive Economic Zone","200NM","Guatemala","GTM","Americas","Guatemala","GTM","Americas",851,85100,807970281.329693,5027577959522.34
"RCP 2.6","2021",8431,"Ecuadorian Exclusive Economic Zone","200NM","Ecuador","ECU","Americas","Ecuador","ECU","Americas",2116,211600,1751270980.58634,12230892328115.3
"RCP 2.6","2021",8432,"Peruvian Exclusive Economic Zone","200NM","Peru","PER","Americas","Peru","PER","Americas",3410,341000,2899734338.64315,19590212887396.3
"RCP 2.6","2021",8439,"Pitcairn Islands Exclusive Economic Zone","200NM","Pitcairn","PCN","Oceania","United Kingdom","GBR","Europe",214,21400,203179365.692778,1147038263747.03
"RCP 2.6","2021",8440,"French Polynesian Exclusive Economic Zone","200NM","French Polynesia","PYF","Oceania","France","FRA","Europe",18235,1823500,17312970716.8589,104987137985786
"RCP 2.6","2021",8441,"Kiribati Exclusive Economic Zone (Line Islands)","200NM","Line Group","KIR","Oceania","Kiribati","KIR","Oceania",15724,1572400,14928936196.9778,92776123671517
"RCP 2.6","2021",8442,"Jarvis Island Exclusive Economic Zone","200NM","Jarvis Island","UMI","Oceania","United States","USA","Americas",3259,325900,3094212863.51759,18285289711277.4
"RCP 2.6","2021",8443,"Palmyra Atoll Exclusive Economic Zone","200NM","Palmyra Atoll","UMI","Oceania","United States","USA","Americas",3232,323200,3068578083.73392,18177421876600.6
"RCP 2.6","2021",8446,"Cook Islands Exclusive Economic Zone","200NM","Cook Islands","COK","Oceania","New Zealand","NZL","Oceania",3428,342800,3254667596.23759,19567472301112.3
"RCP 2.6","2021",8449,"Tokelau Exclusive Economic Zone","200NM","Tokelau","TKL","Oceania","New Zealand","NZL","Oceania",1368,136800,1298828842.37253,7854727331934.67
"RCP 2.6","2021",8450,"Kiribati Exclusive Economic Zone (Phoenix Islands)","200NM","Phoenix Group","KIR","Oceania","Kiribati","KIR","Oceania",7430,743000,7054311621.9502,43945415523732.6
"RCP 2.6","2021",8451,"Howland and Baker Islands Exclusive Economic Zone","200NM","Howland and Baker islands","UMI","Oceania","United States","USA","Americas",4371,437100,4149986016.08941,24391951011566.8
"RCP 2.6","2021",8455,"New Zealand Exclusive Economic Zone","200NM","New Zealand","NZL","Oceania","New Zealand","NZL","Oceania",12753,1275300,13264546244.2584,99918826726142.7
"RCP 2.6","2021",8456,"United States Exclusive Economic Zone","200NM","United States","USA","Americas","United States","USA","Americas",2774,277400,2215968194.9199,13618283503539.9
"RCP 2.6","2021",8460,"Guyanese Exclusive Economic Zone","200NM","Guyana","GUY","Americas","Guyana","GUY","Americas",337,33700,319960029.151712,1979919626195.88
"RCP 2.6","2021",8461,"Surinamese Exclusive Economic Zone","200NM","Suriname","SUR","Americas","Suriname","SUR","Americas",387,38700,367431843.565912,2268400802741.78
"RCP 2.6","2021",8462,"French Guiana Exclusive Economic Zone","200NM","French Guiana","GUF","Americas","France","FRA","Europe",421,42100,399712677.367568,2361902131912.36
"RCP 2.6","2021",8463,"United States Exclusive Economic Zone (Alaska)","200NM","Alaska","USA","Americas","United States","USA","Americas",931,93100,183449282.805859,889245612294.608
"RCP 2.6","2021",8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","Americas",14707,1470700,14463288145.0463,98883076091357.5
"RCP 2.6","2021",8466,"Argentinean Exclusive Economic Zone","200NM","Argentina","ARG","Americas","Argentina","ARG","Americas",6782,678200,6449500279.78298,40050671315342.2
"RCP 2.6","2021",8467,"Uruguayan Exclusive Economic Zone","200NM","Uruguay","URY","Americas","Uruguay","URY","Americas",36,3600,34179706.3782244,205674977222.491
"RCP 2.6","2021",8482,"Myanmar Exclusive Economic Zone","200NM","Myanmar","MMR","Asia","Myanmar","MMR","Asia",38,3800,34495432.7298377,225690636101.523
"RCP 2.6","2021",8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","Asia",1241,124100,967283888.291123,6146088994485.27
"RCP 2.6","2021",8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","Asia",2468,246800,1952267764.71819,12145983900689.6
"RCP 2.6","2021",8488,"Kiribati Exclusive Economic Zone (Gilbert Islands)","200NM","Gilbert Islands","KIR","Oceania","Kiribati","KIR","Oceania",10619,1061900,10082063945.2879,62926507165573
"RCP 2.6","2021",8489,"Antarctic 200NM zone beyond the coastline","200NM","Antarctica","ATA","Antarctica","Antarctica","ATA","Antarctica",803,80300,59905499.7780651,216570708574.548
"RCP 2.6","2021",8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","Asia",6164,616400,3948923607.79093,33949740790903.9
"RCP 2.6","2021",8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","Americas",4296,429600,907699270.577109,4974037326211.87
"RCP 2.6","2021",21788,"Guernsey Exclusive Economic Zone","200NM","Guernsey","GGY","Europe","United Kingdom","GBR","Europe",1,100,949436.288284011,5874710865.95809
"RCP 2.6","2021",21789,"Jersey Exclusive Economic Zone","200NM","Jersey","JEY","Europe","United Kingdom","GBR","Europe",12,1200,11393235.4594081,71387211087.4971
"RCP 2.6","2021",21796,"Joint regime area Japan / Korea","Joint regime","South Korea","KOR","Asia","South Korea","KOR","Asia",20,2000,18988725.7656802,116592869127.162
"RCP 2.6","2021",22756,"Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands)","200NM","Islas San Félix and San Ambrosio","CHL","Americas","Chile","CHL","Americas",2560,256000,2430556898.00707,14998175699908.7
"RCP 2.6","2021",33185,"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","Overlapping claim","Guyana","GUY","Americas","Guyana","GUY","Americas",32,3200,30381961.2250883,188423182462.659
"RCP 2.6","2021",48950,"Overlapping claim Kuril Islands: Japan / Russia","Overlapping claim","Japan","JPN","Asia","Japan","JPN","Asia",887,88700,166612230.275795,932809877035.138
"RCP 2.6","2021",48955,"Overlapping claim Liancourt Rocks: Japan / South Korea","Overlapping claim","Japan","JPN","Asia","Japan","JPN","Asia",15,1500,14241544.3242602,87891413533.3714
"RCP 2.6","2021",48962,"Joint regime area Peru / Ecuador","Joint regime","Peru","PER","Americas","Peru","PER","Americas",155,15500,114233183.204964,869036574941.102
"RCP 2.6","2021",48968,"Joint regime area Costa Rica / Ecuador (Galapagos)","Joint regime","Costa Rica","CRI","Americas","Costa Rica","CRI","Americas",87,8700,82600957.0807089,503858314762.354
"RCP 2.6","2021",48974,"Joint regime area Ecuador / Colombia","Joint regime","Ecuador","ECU","Americas","Ecuador","ECU","Americas",124,12400,117730099.747217,737231509594.803
"RCP 2.6","2051",3293,"Belgian Exclusive Economic Zone","200NM","Belgium","BEL","Europe","Belgium","BEL","Europe",38,3800,10396739.7070364,87311877475.2617
"RCP 2.6","2051",5668,"Dutch Exclusive Economic Zone","200NM","Netherlands","NLD","Europe","Netherlands","NLD","Europe",600,60000,253716512.567628,1579585318785.58
"RCP 2.6","2051",5669,"German Exclusive Economic Zone","200NM","Germany","DEU","Europe","Germany","DEU","Europe",284,28400,77722851.175877,476360289008.172
"RCP 2.6","2051",5673,"Croatian Exclusive Economic Zone","200NM","Croatia","HRV","Europe","Croatia","HRV","Europe",244,24400,231662454.341299,1454411044277.77
"RCP 2.6","2051",5674,"Danish Exclusive Economic Zone","200NM","Denmark","DNK","Europe","Denmark","DNK","Europe",16,1600,4917694.87800313,27238800602.7697
"RCP 2.6","2051",5677,"French Exclusive Economic Zone","200NM","France","FRA","Europe","France","FRA","Europe",1974,197400,1833229048.23633,11537210657510
"RCP 2.6","2051",5679,"Greek Exclusive Economic Zone","200NM","Greece","GRC","Europe","Greece","GRC","Europe",385,38500,365532970.989344,2299561937249.87
"RCP 2.6","2051",5681,"Irish Exclusive Economic Zone","200NM","Ireland","IRL","Europe","Ireland","IRL","Europe",535,53500,507948414.231946,3101366029487.58
"RCP 2.6","2051",5682,"Italian Exclusive Economic Zone","200NM","Italy","ITA","Europe","Italy","ITA","Europe",596,59600,545872759.99165,3414803043673.24
"RCP 2.6","2051",5688,"Portuguese Exclusive Economic Zone","200NM","Portugal","PRT","Europe","Portugal","PRT","Europe",178,17800,168999659.314554,1030599486764.54
"RCP 2.6","2051",5690,"Russian Exclusive economic Zone","200NM","Russia","RUS","Europe","Russia","RUS","Europe",1896,189600,390012960.396801,2222258247265.44
"RCP 2.6","2051",5693,"Spanish Exclusive Economic Zone","200NM","Spain","ESP","Europe","Spain","ESP","Europe",1298,129800,1233344841.46902,7727436880899.65
"RCP 2.6","2051",5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","Europe",2001,200100,1657953021.65979,10415919462712.5
"RCP 2.6","2051",5697,"Turkish Exclusive Economic Zone","200NM","Turkey","TUR","Asia","Turkey","TUR","Asia",141,14100,99626778.7571967,640033547796.234
"RCP 2.6","2051",8311,"Australian Exclusive Economic Zone (Macquarie Island)","200NM","Macquarie Island","AUS","Oceania","Australia","AUS","Oceania",1701,170100,836886077.150912,4394938723476.29
"RCP 2.6","2051",8316,"Micronesian Exclusive Economic Zone","200NM","Micronesia","FSM","Oceania","Micronesia",NA,"Oceania",6376,637600,4087654791.95013,34626396410598.1
"RCP 2.6","2051",8317,"Nauruan Exclusive Economic Zone","200NM","Nauru","NRU","Oceania","Nauru","NRU","Oceania",2759,275900,2619494719.37559,16178175243050.4
"RCP 2.6","2051",8318,"Marshall Islands Exclusive Economic Zone","200NM","Marshall Islands","MHL","Oceania","Marshall Islands","MHL","Oceania",8079,807900,6063602354.71752,45294785853037.4
"RCP 2.6","2051",8323,"Australian Exclusive Economic Zone","200NM","Australia","AUS","Oceania","Australia","AUS","Oceania",5965,596500,5548344820.84979,40866136124875
"RCP 2.6","2051",8324,"Papua New Guinean Exclusive Economic Zone","200NM","Papua New Guinea","PNG","Oceania","Papua New Guinea","PNG","Oceania",11605,1160500,7591013177.75405,63923210834320.4
"RCP 2.6","2051",8326,"Tuvaluan Exclusive Economic Zone","200NM","Tuvalu","TUV","Oceania","Tuvalu","TUV","Oceania",1751,175100,1662462940.7853,10249043861900.6
"RCP 2.6","2051",8327,"South Korean Exclusive Economic Zone","200NM","South Korea","KOR","Asia","South Korea","KOR","Asia",2171,217100,2061226181.86459,12853566165523
"RCP 2.6","2051",8328,"North Korean Exclusive Economic Zone","200NM","North Korea","PRK","Asia","North Korea","PRK","Asia",822,82200,550773817.005852,3560070591226
"RCP 2.6","2051",8332,"Thailand Exclusive Economic Zone","200NM","Thailand","THA","Asia","Thailand","THA","Asia",793,79300,579390150.354188,4491284959731.8
"RCP 2.6","2051",8354,"Omani Exclusive Economic Zone","200NM","Oman","OMN","Asia","Oman","OMN","Asia",104,10400,91458901.3467456,610094428667.572
"RCP 2.6","2051",8361,"Portuguese Exclusive Economic Zone (Azores)","200NM","Azores","PRT","Europe","Portugal","PRT","Europe",2393,239300,2538921773.40575,19980909154328.8
"RCP 2.6","2051",8363,"Portuguese Exclusive Economic Zone (Madeira)","200NM","Madeira","PRT","Europe","Portugal","PRT","Europe",1212,121200,1152181590.31478,7131740576690.28
"RCP 2.6","2051",8364,"Spanish Exclusive Economic Zone (Canary Islands)","200NM","Canary Islands","ESP","Europe","Spain","ESP","Europe",3910,391000,3737197638.73801,23321250739230.4
"RCP 2.6","2051",8366,"Tunisian Exclusive Economic Zone","200NM","Tunisia","TUN","Africa","Tunisia","TUN","Africa",276,27600,262044415.566387,1652566528232.43
"RCP 2.6","2051",8367,"Moroccan Exclusive Economic Zone","200NM","Morocco","MAR","Africa","Morocco","MAR","Africa",1759,175900,1674127344.74313,10536814114284.2
"RCP 2.6","2051",8368,"Overlapping claim Western Saharan Exclusive Economic Zone","Overlapping claim","Western Sahara","ESH","Africa","Western Sahara","ESH","Africa",453,45300,373734632.98427,2597662813639.52
"RCP 2.6","2051",8369,"Mauritanian Exclusive Economic Zone","200NM","Mauritania","MRT","Africa","Mauritania","MRT","Africa",146,14600,138617698.089466,874140349693.882
"RCP 2.6","2051",8371,"Senegalese Exclusive Economic Zone","200NM","Senegal","SEN","Africa","Senegal","SEN","Africa",5,500,4747181.44142005,29997943381.7905
"RCP 2.6","2051",8372,"Libyan Exclusive Economic Zone","200NM","Libya","LBY","Africa","Libya","LBY","Africa",4,400,3797745.15313604,23923666583.8324
"RCP 2.6","2051",8378,"Algerian Exclusive Economic Zone","200NM","Algeria","DZA","Africa","Algeria","DZA","Africa",58,5800,55067304.7204726,347326473025.569
"RCP 2.6","2051",8382,"Tristan Da Cunha Exclusive Economic Zone","200NM","Tristan da Cunha","TAA","S Atlantic Ocean","United Kingdom","GBR","Europe",3768,376800,4190742599.81676,35541445878753.6
"RCP 2.6","2051",8383,"Overlapping claim South Georgia and South Sandwich Exclusive Economic Zone: UK / Argentina","Overlapping claim","South Georgia and the South Sandwich Islands","SGS","S Atlantic Ocean","United Kingdom","GBR","Europe",7135,713500,1015081492.82361,6010795826553.13
"RCP 2.6","2051",8384,"South African Exclusive Economic Zone (Prince Edward Islands)","200NM","Prince Edward Islands","ZAF","Africa","South Africa","ZAF","Africa",3938,393800,3745628467.61501,23345000983415.8
"RCP 2.6","2051",8385,"Crozet Islands Exclusive Economic Zone","200NM","Crozet Islands","ATF","Indian Ocean","France","FRA","Europe",5748,574800,5412894087.71719,33684041289974.5
"RCP 2.6","2051",8387,"Kerguelen Exclusive Economic Zone","200NM","Kerguélen","ATF","Indian Ocean","France","FRA","Europe",4019,401900,3204504147.31569,19048944180704.5
"RCP 2.6","2051",8388,"Heard and McDonald Islands Exclusive Economic Zone","200NM","Heard and McDonald Islands","HMD","Indian Ocean","Australia","AUS","Oceania",1697,169700,266260920.903635,1493678738922.76
"RCP 2.6","2051",8389,"Overlapping claim Falkland / Malvinas Islands Exclusive Economic Zone: UK / Argentina","Overlapping claim","Falkland / Malvinas Islands","FLK","Americas","United Kingdom","GBR","Europe",4725,472500,4479719475.34654,26937978158126.4
"RCP 2.6","2051",8395,"Namibian Exclusive Economic Zone","200NM","Namibia","NAM","Africa","Namibia","NAM","Africa",593,59300,563015718.952418,3489519234225.15
"RCP 2.6","2051",8396,"South African Exclusive Economic Zone","200NM","South Africa","ZAF","Africa","South Africa","ZAF","Africa",1949,194900,1947454227.31865,13708367727214.6
"RCP 2.6","2051",8399,"Bouvet Exclusive Economic Zone","200NM","Bouvet","BVT","S Atlantic Ocean","Norway","NOR","Europe",2619,261900,385685199.414984,1818132441861.23
"RCP 2.6","2051",8401,"Clipperton Exclusive Economic Zone","200NM","Clipperton Island","CPT","Americas","France","FRA","Europe",1927,192700,1829563727.52329,10896159568309.2
"RCP 2.6","2051",8403,"Ecuadorian Exclusive Economic Zone (Galapagos)","200NM","Galapagos","ECU","Americas","Ecuador","ECU","Americas",8386,838600,7961972713.54971,49881965703660.6
"RCP 2.6","2051",8418,"Barbados Exclusive Economic Zone","200NM","Barbados","BRB","Americas","Barbados","BRB","Americas",218,21800,206977110.845914,1267466205722.86
"RCP 2.6","2051",8420,"Trinidad and Tobago Exclusive Economic Zone","200NM","Trinidad and Tobago","TTO","Americas","Trinidad and Tobago","TTO","Americas",83,8300,78803211.9275729,488984892770.522
"RCP 2.6","2051",8423,"Panamanian Exclusive Economic Zone","200NM","Panama","PAN","Americas","Panama","PAN","Americas",2249,224900,2135282212.35074,13360780688195.8
"RCP 2.6","2051",8424,"Costa Rican Exclusive Economic Zone","200NM","Costa Rica","CRI","Americas","Costa Rica","CRI","Americas",5713,571300,5424129514.96655,33619193462106.6
"RCP 2.6","2051",8425,"Nicaraguan Exclusive Economic Zone","200NM","Nicaragua","NIC","Americas","Nicaragua","NIC","Americas",920,92000,856700035.23677,5457743229140.07
"RCP 2.6","2051",8426,"Colombian Exclusive Economic Zone","200NM","Colombia","COL","Americas","Colombia","COL","Americas",1493,149300,1327585672.8306,8731782308941.18
"RCP 2.6","2051",8427,"Honduran Exclusive Economic Zone","200NM","Honduras","HND","Americas","Honduras","HND","Americas",8,800,5379085.59133553,44773867402.4261
"RCP 2.6","2051",8428,"El Salvador Exclusive Economic Zone","200NM","El Salvador","SLV","Americas","El Salvador","SLV","Americas",930,93000,881709231.124166,5509252878404.32
"RCP 2.6","2051",8430,"Guatemalan Exclusive Economic Zone","200NM","Guatemala","GTM","Americas","Guatemala","GTM","Americas",669,66900,635172876.862003,3945225509285.96
"RCP 2.6","2051",8431,"Ecuadorian Exclusive Economic Zone","200NM","Ecuador","ECU","Americas","Ecuador","ECU","Americas",617,61700,510444429.563392,3557022221662.03
"RCP 2.6","2051",8432,"Peruvian Exclusive Economic Zone","200NM","Peru","PER","Americas","Peru","PER","Americas",2423,242300,1969606565.49663,13777730570119.6
"RCP 2.6","2051",8440,"French Polynesian Exclusive Economic Zone","200NM","French Polynesia","PYF","Oceania","France","FRA","Europe",18092,1809200,17177201327.6343,103870271082418
"RCP 2.6","2051",8441,"Kiribati Exclusive Economic Zone (Line Islands)","200NM","Line Group","KIR","Oceania","Kiribati","KIR","Oceania",16504,1650400,15669496501.8393,97383024891644.3
"RCP 2.6","2051",8442,"Jarvis Island Exclusive Economic Zone","200NM","Jarvis Island","UMI","Oceania","United States","USA","Americas",3259,325900,3094212863.51759,18285289709485.4
"RCP 2.6","2051",8443,"Palmyra Atoll Exclusive Economic Zone","200NM","Palmyra Atoll","UMI","Oceania","United States","USA","Americas",3534,353400,3355307842.79569,19805024053511.9
